experiment,condition,trial,order,status,valid,target_ms,iterations,reference_a_ms,a_event_ms,a_effective_gflops,b_event_ms,invalidate_delay_ms,a_pending_before_destroy,destroy_result,cpu_a,cpu_b,cpu_control,t_A_launch_ns,t_A_launch_return_ns,t_A_start_observed_ns,A_start_gpu_ns,t_invalidate_ns,t_invalidate_seen_ns,t_A_query_begin_ns,t_A_query_end_ns,t_destroy_begin_ns,t_destroy_return_ns,t_B_ready_ns,t_B_trigger_seen_ns,t_B_launch_ns,t_B_launch_return_ns,t_B_complete_ns,invalidate_dispatch_us,destroy_latency_us,invalidate_to_destroy_return_us,handoff_us,b_launch_api_us,b_request_us,b_takeover_us,B_start_gpu_ns,B_end_gpu_ns,t_B_start_est_ns,t_B_start_lower_ns,t_B_start_upper_ns,clock_bracket_ns,clock_offset_change_ns,start_est_valid,invalidate_to_b_launch_us,invalidate_to_b_gpu_start_est_us,invalidate_to_b_gpu_start_lower_us,invalidate_to_b_gpu_start_upper_us,a_pending_after_invalidate,a_event_pending_after_b_complete,a_context_alive_after_b_complete,t_A_post_B_query_begin_ns,t_A_post_B_query_end_ns,t_A_complete_observed_ns,a_launch_seq,b_launch_seq
live-handoff,idle,1,1,ok,1,1000,342818,997.82965087890625,nan,nan,0.0071680000983178616,0,0,-1,0,1,2,0,0,0,0,4241582796482569,4241582796482786,4241582796482830,4241582796483613,0,0,4241582796481021,4241582796483004,4241582796486213,4241582796491776,4241582796502439,0.217,nan,nan,nan,5.5629999999999997,16.225999999999999,19.870000000000001,1790062958847784960,1790062958847784960,4241582796495161,4241582796488073,4241582796502249,14176,56.5,1,3.6440000000000001,12.592000000000001,5.5039999999999996,19.68,0,0,1,4241582796502670,4241582796502910,0,0,977
live-handoff,live-handoff,1,2,ok,1,1000,342818,997.82965087890625,998.22491455078125,19445.937467717362,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241583804264615,4241583804271788,4241583804419055,1790062959855685632,4241583904202104,4241583904202447,4241583904202533,4241583904203070,0,0,4241583804261244,4241583904202436,4241583904204241,4241583904208264,4241583905325742,0.34300000000000003,nan,nan,nan,4.0229999999999997,1121.501,1123.6379999999999,1790062959956586496,1790062959956587520,nan,nan,nan,13832,20249,0,2.137,nan,nan,nan,1,1,1,4241583905325920,4241583905326266,4241584802674756,505,992
calibration,a_with_idle_b,2,0,ok,1,1000,342936,998.171630859375,998.171630859375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,idle,2,0,ok,1,1000,342936,998.171630859375,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241586816476316,4241586816476557,4241586816476601,4241586816477505,0,0,4241586816472800,4241586816476599,4241586816478617,4241586816481108,4241586816490656,0.24099999999999999,nan,nan,nan,2.4910000000000001,12.039,14.34,1790062962867695616,1790062962867695616,4241586816484636.5,4241586816478617,4241586816490656,14380,394,1,2.3010000000000002,8.3204999999999991,2.3010000000000002,14.34,0,0,1,4241586816490826,4241586816491067,0,0,1007
live-handoff,live-handoff,2,1,ok,1,1000,342936,998.17266845703125,998.561767578125,19446.068759912516,0.0061440002173185349,99.817266845703131,1,-1,0,1,2,4241587824537846,4241587824540871,4241587824693267,1790062963875880960,4241587924510657,4241587924510924,4241587924511002,4241587924511400,0,0,4241587824536164,4241587924510998,4241587924512678,4241587924515368,4241587925598214,0.26700000000000002,nan,nan,nan,2.6899999999999999,1085.5360000000001,1087.557,1790062963976780800,1790062963976780800,nan,nan,nan,13912,19490,0,2.0209999999999999,nan,nan,nan,1,1,1,4241587925598376,4241587925598659,4241588823272532,522,1022
live-handoff,serial-destroy,2,2,ok,1,1000,342936,998.17266845703125,nan,nan,0.0071680000983178616,99.817266845703131,1,0,0,1,2,4241589832065433,4241589832068479,4241589832221844,1790062965883369472,4241589932039378,4241589932039699,4241589932039781,4241589932040319,4241589932041005,4241590907642278,4241589832063492,4241590907642904,4241590907646787,4241590907654127,4241590907757416,0.32100000000000001,975601.27300000004,975602.90000000002,4.5090000000000003,7.3399999999999999,110.629,975718.03799999994,1790062966958879744,1790062966958879744,nan,nan,nan,14189,21059,0,975607.40899999999,nan,nan,nan,1,-1,0,0,0,0,527,1037
calibration,a_with_idle_b,3,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,3,0,ok,1,1000,342818,997.82965087890625,998.22589111328125,19445.918443793544,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241593035951677,4241593035955487,4241593036108891,1790062969087192064,4241593135892063,4241593135892437,4241593135892545,4241593135893216,0,0,4241593035947818,4241593135892418,4241593135894069,4241593135896164,4241593137015787,0.374,nan,nan,nan,2.0950000000000002,1121.7180000000001,1123.7239999999999,1790062969188093952,1790062969188093952,nan,nan,nan,15123,20641,0,2.0059999999999998,nan,nan,nan,1,1,1,4241593137016008,4241593137016309,4241594034352082,540,1052
live-handoff,serial-destroy,3,1,ok,1,1000,342818,997.82861328125,nan,nan,0.0071680000983178616,99.782861328125009,1,0,0,1,2,4241595042331946,4241595042335034,4241595042489079,1790062971093531648,4241595142272041,4241595142272388,4241595142272414,4241595142272782,4241595142273488,4241596114810729,4241595042328985,4241596114811531,4241596114816241,4241596114823229,4241596114926342,0.34699999999999998,972537.24100000004,972538.68799999997,5.5119999999999996,6.9880000000000004,110.101,972654.30099999998,1790062972165944320,1790062972165944320,nan,nan,nan,12465,22100,0,972544.19999999995,nan,nan,nan,1,-1,0,0,0,0,545,1067
live-handoff,idle,3,2,ok,1,1000,342818,997.82861328125,nan,nan,0.0061440002173185349,0,0,-1,0,1,2,0,0,0,0,4241597238280756,4241597238280921,4241597238280960,4241597238281903,0,0,4241597238278501,4241597238281103,4241597238282872,4241597238285625,4241597238295132,0.16500000000000001,nan,nan,nan,2.7530000000000001,12.26,14.375999999999999,1790062973289290752,1790062973289290752,4241597238289074.5,4241597238283027,4241597238295122,11964,134.5,1,2.1160000000000001,8.3185000000000002,2.2709999999999999,14.366,0,0,1,4241597238295306,4241597238295543,0,0,1082
calibration,a_with_idle_b,4,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,serial-destroy,4,0,ok,1,1000,342818,997.82965087890625,nan,nan,0.0071680000983178616,99.782965087890631,1,0,0,1,2,4241599251171760,4241599251185675,4241599251327259,1790062975302285312,4241599351110349,4241599351110649,4241599351110746,4241599351111281,4241599351112243,4241600346561899,4241599251163596,4241600346562824,4241600346569583,4241600346579861,4241600346679560,0.29999999999999999,995449.65599999996,995451.55000000005,7.6840000000000002,10.278,109.977,995569.21100000001,1790062976397611008,1790062976397611008,nan,nan,nan,14567,23056,0,995459.23400000005,nan,nan,nan,1,-1,0,0,0,0,562,1097
live-handoff,idle,4,1,ok,1,1000,342818,997.82965087890625,nan,nan,0.010239999741315842,0,0,-1,0,1,2,0,0,0,0,4241601487913305,4241601487913692,4241601487913748,4241601487914687,0,0,4241601487910911,4241601487913711,4241601487917150,4241601487922587,4241601487935118,0.38700000000000001,nan,nan,nan,5.4370000000000003,17.968,21.812999999999999,1790062977538841600,1790062977538841600,4241601487925644.5,4241601487917579,4241601487933710,16131,-7,1,3.8450000000000002,12.339499999999999,4.274,20.405000000000001,0,0,1,4241601487935418,4241601487935715,0,0,1112
live-handoff,live-handoff,4,2,ok,1,1000,342818,997.82965087890625,998.223876953125,19445.957680677206,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241602495744334,4241602495747927,4241602495900688,1790062978546791424,4241602595683815,4241602595684118,4241602595684201,4241602595684723,0,0,4241602495741503,4241602595684148,4241602595685682,4241602595687882,4241602596808896,0.30299999999999999,nan,nan,nan,2.2000000000000002,1123.2139999999999,1125.0809999999999,1790062978647695360,1790062978647695360,nan,nan,nan,15765,21671,0,1.867,nan,nan,nan,1,1,1,4241602596809080,4241602596809273,4241603494142630,571,1127
calibration,a_with_idle_b,5,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,idle,5,0,ok,1,1000,342818,997.82861328125,nan,nan,0.0071680000983178616,0,0,-1,0,1,2,0,0,0,0,4241605507064192,4241605507064533,4241605507064590,4241605507065134,0,0,4241605507060226,4241605507064467,4241605507066303,4241605507070156,4241605507080628,0.34100000000000003,nan,nan,nan,3.8530000000000002,14.324999999999999,16.436,1790062981557906432,1790062981557906432,4241605507073085.5,4241605507066675,4241605507079496,12621,412,1,2.1110000000000002,8.8934999999999995,2.4830000000000001,15.304,0,0,1,4241605507080841,4241605507081122,0,0,1142
live-handoff,live-handoff,5,1,ok,1,1000,342818,997.82965087890625,998.22900390625,19445.857805284777,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241606514893719,4241606514897731,4241606515051391,1790062982565859328,4241606614834520,4241606614834930,4241606614835015,4241606614835485,0,0,4241606514891699,4241606614834890,4241606614836760,4241606614839474,4241606615959948,0.40999999999999998,nan,nan,nan,2.714,1123.1880000000001,1125.4280000000001,1790062982666763264,1790062982666763264,nan,nan,nan,15498,21402,0,2.2400000000000002,nan,nan,nan,1,1,1,4241606615960161,4241606615960394,4241607513297900,588,1157
live-handoff,serial-destroy,5,2,ok,1,1000,342818,997.82965087890625,nan,nan,0.0071680000983178616,99.782965087890631,1,0,0,1,2,4241608521422365,4241608521433312,4241608521578446,1790062984572345344,4241608621361609,4241608621361935,4241608621362016,4241608621362484,4241608621363152,4241609596041810,4241608521411641,4241609596042445,4241609596048383,4241609596051814,4241609596159843,0.32600000000000001,974678.65800000005,974680.201,6.5730000000000004,3.431,111.45999999999999,974798.23400000005,1790062985646901248,1790062985646901248,nan,nan,nan,12450,22379.5,0,974686.77399999998,nan,nan,nan,1,-1,0,0,0,0,593,1172
calibration,a_with_idle_b,6,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,6,0,ok,1,1000,342818,997.82965087890625,998.2218017578125,19445.998106722956,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241611723717074,4241611723719411,4241611723874231,1790062987774573568,4241611823657302,4241611823657559,4241611823657640,4241611823658142,0,0,4241611723714980,4241611823657618,4241611823659186,4241611823661352,4241611824780033,0.25700000000000001,nan,nan,nan,2.1659999999999999,1120.847,1122.731,1790062987875475456,1790062987875475456,nan,nan,nan,14306,20953.5,0,1.8839999999999999,nan,nan,nan,1,1,1,4241611824780188,4241611824780409,4241612722117716,606,1187
live-handoff,serial-destroy,6,1,ok,1,1000,342818,997.82965087890625,nan,nan,0.0081919999793171883,99.782965087890631,1,0,0,1,2,4241613730056093,4241613730060359,4241613730212879,1790062989780870144,4241613829996042,4241613829996243,4241613829996280,4241613829996793,4241613829997481,4241614804895108,4241613730053588,4241614804896145,4241614804902958,4241614804913438,4241614805012758,0.20100000000000001,974897.62699999998,974899.06599999999,7.8499999999999996,10.48,109.8,975016.71600000001,1790062990855644160,1790062990855644160,nan,nan,nan,14292,22679,0,974906.91599999997,nan,nan,nan,1,-1,0,0,0,0,611,1202
live-handoff,idle,6,2,ok,1,1000,342818,997.82861328125,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241615933176693,4241615933176941,4241615933176976,4241615933178068,0,0,4241615933172890,4241615933177124,4241615933179271,4241615933182524,4241615933192090,0.248,nan,nan,nan,3.2530000000000001,12.819000000000001,15.397,1790062991983800320,1790062991983800320,4241615933185680.5,4241615933179271,4241615933192090,15460,-437,1,2.5779999999999998,8.9875000000000007,2.5779999999999998,15.397,0,0,1,4241615933192326,4241615933192586,0,0,1217
calibration,a_with_idle_b,7,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,serial-destroy,7,0,ok,1,1000,342818,997.82965087890625,nan,nan,0.0071680000983178616,99.782965087890631,1,0,0,1,2,4241617945761118,4241617945766671,4241617945917380,1790062993996485632,4241618045700535,4241618045701000,4241618045701089,4241618045702216,4241618045703255,4241619019716779,4241617945757238,4241619019717856,4241619019721150,4241619019727430,4241619019831163,0.46500000000000002,974013.52399999998,974016.24399999995,4.3710000000000004,6.2800000000000002,110.01300000000001,974130.62800000003,1790062995070373888,1790062995070373888,nan,nan,nan,12833,23112.5,0,974020.61499999999,nan,nan,nan,1,-1,0,0,0,0,628,1232
live-handoff,idle,7,1,ok,1,1000,342818,997.82965087890625,nan,nan,0.0061440002173185349,0,0,-1,0,1,2,0,0,0,0,4241620141767765,4241620141768007,4241620141768064,4241620141769140,0,0,4241620141760224,4241620141768092,4241620141792933,4241620141796029,4241620141805582,0.24199999999999999,nan,nan,nan,3.0960000000000001,12.648999999999999,37.817,1790062996192324608,1790062996192324608,4241620141799257.5,4241620141792933,4241620141805582,16074,271,1,25.167999999999999,31.4925,25.167999999999999,37.817,0,0,1,4241620141805810,4241620141806084,0,0,1247
live-handoff,live-handoff,7,2,ok,1,1000,342818,997.82965087890625,998.22283935546875,19445.977893679072,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241621149593687,4241621149596913,4241621149750133,1790062997200250880,4241621249533469,4241621249533711,4241621249533738,4241621249534230,0,0,4241621149591175,4241621249533857,4241621249535395,4241621249537611,4241621250656636,0.24199999999999999,nan,nan,nan,2.2160000000000002,1121.241,1123.1669999999999,1790062997301151744,1790062997301152768,nan,nan,nan,15700,21416.5,0,1.9259999999999999,nan,nan,nan,1,1,1,4241621250656845,4241621250657095,4241622147992442,637,1262
calibration,a_with_idle_b,8,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,idle,8,0,ok,1,1000,342818,997.83062744140625,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241624160777770,4241624160778202,4241624160778263,4241624160778878,0,0,4241624160774058,4241624160778032,4241624160779815,4241624160782331,4241624160792664,0.432,nan,nan,nan,2.516,12.849,14.894,1790063000211226624,1790063000211226624,4241624160786540,4241624160780416,4241624160792664,12482,-97,1,2.0449999999999999,8.7699999999999996,2.6459999999999999,14.894,0,0,1,4241624160792892,4241624160793218,0,0,1277
live-handoff,live-handoff,8,1,ok,1,1000,342818,997.82965087890625,998.2218017578125,19445.998106722956,0.0061440002173185349,99.782965087890631,1,-1,0,1,2,4241625168577827,4241625168581988,4241625168735455,1790063001219149824,4241625268518599,4241625268518972,4241625268519086,4241625268519481,0,0,4241625168574809,4241625268519040,4241625268520956,4241625268523552,4241625269640672,0.373,nan,nan,nan,2.5960000000000001,1119.7159999999999,1122.0730000000001,1790063001320049664,1790063001320050688,nan,nan,nan,16135,21888.5,0,2.3570000000000002,nan,nan,nan,1,1,1,4241625269640893,4241625269641162,4241626166975817,654,1292
live-handoff,serial-destroy,8,2,ok,1,1000,342818,997.82861328125,nan,nan,0.0071680000983178616,99.782861328125009,1,0,0,1,2,4241627175031262,4241627175037103,4241627175187740,1790063003225559040,4241627274970764,4241627274971069,4241627274971180,4241627274971648,4241627274972307,4241628250202706,4241627175028654,4241628250203609,4241628250207578,4241628250214725,4241628250318957,0.30499999999999999,975230.39899999998,975231.94200000004,4.8719999999999999,7.1470000000000002,111.379,975348.19299999997,1790063004300663808,1790063004300663808,nan,nan,nan,14153,23823,0,975236.81400000001,nan,nan,nan,1,-1,0,0,0,0,659,1307
calibration,a_with_idle_b,9,0,ok,1,1000,342936,998.170654296875,998.170654296875,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,9,0,ok,1,1000,342936,998.171630859375,998.56280517578125,19446.04855367685,0.0061440002173185349,99.817163085937509,1,-1,0,1,2,4241630379436654,4241630379444274,4241630379593196,1790063006429895680,4241630479410508,4241630479410805,4241630479410879,4241630479411838,0,0,4241630379433205,4241630479410791,4241630479412417,4241630479414991,4241630480499528,0.29699999999999999,nan,nan,nan,2.5739999999999998,1087.1110000000001,1089.02,1790063006530796544,1790063006530796544,nan,nan,nan,15136,21642,0,1.909,nan,nan,nan,1,1,1,4241630480499686,4241630480499980,4241631378177294,672,1322
live-handoff,serial-destroy,9,1,ok,1,1000,342936,998.17266845703125,nan,nan,0.0071680000983178616,99.817266845703131,1,0,0,1,2,4241632386661721,4241632386665676,4241632386819360,1790063008437078016,4241632486636781,4241632486637098,4241632486637204,4241632486637672,4241632486638367,4241633463051506,4241632386659027,4241633463056589,4241633463063068,4241633463079012,4241633463172892,0.317,976413.13899999997,976414.72499999998,11.561999999999999,15.944000000000001,109.824,976536.11100000003,1790063009513404416,1790063009513404416,nan,nan,nan,14852,24036.5,0,976426.28700000001,nan,nan,nan,1,-1,0,0,0,0,677,1337
live-handoff,idle,9,2,ok,1,1000,342936,998.1737060546875,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241634586568761,4241634586568986,4241634586569027,4241634586569671,0,0,4241634586566030,4241634586568976,4241634586570592,4241634586573297,4241634586582863,0.22500000000000001,nan,nan,nan,2.7050000000000001,12.271000000000001,14.102,1790063010636791808,1790063010636791808,4241634586577169.5,4241634586571476,4241634586582863,11872,461,1,1.831,8.4085000000000001,2.7149999999999999,14.102,0,0,1,4241634586583033,4241634586583256,0,0,1352
